3gtz	602
2zug	92652
2zuf	53953
3hbf	3880
3gtx	1299
3gue	5691
8cpp	303
3hax	2261
3hax	2261
3hax	2261
3hbe	3329
2zue	53953
2zud	2287
3hbd	3329
3hbc	818
2zuc	2287
2ztv	296
2zub	2287
2ztu	296
3hba	318161
2zua	182779
2zts	53953
3has	2242
2zw9	4932
3har	2242
3gw8	28450
3hd8	4565
3hd8	1423
3haq	2242
3gw7	83333
3hap	2242
3hao	2242
3hd5	519
2ztn	12461
3han	2242
3gtn	1423
3gtm	4932
2ztm	296
3gw4	243230
3ham	1352
2ztl	296
2zw3	9606
3gw2	233413
3gw1	155892
3haj	9606
2zw1	1260
2zti	53953
3gti	1299
3hd0	2336
3hai	9606
2zw0	1260
8cpa	9913
3gth	1299
3hah	9606
3hag	12461
3gtf	1299
3gsx	9606
3gsx	9606
2zte	1773
3hae	9606
3hae	9606
3hae	9606
3hae	9606
3gsw	9606
3gsw	9606
3gtd	272947
2ztd	1773
2ztc	1773
3gsv	9606
3gsv	9606
3gtc	83333
3hac	9606
3gsu	9606
3gsu	9606
2ztb	132268
3hab	9606
2zsu	53953
2zta	4932
3gst	10117
3gsr	9606
3gsr	9606
3gv9	83333
3gsq	9606
3gsq	9606
3gv8	9606
3gv7	9606
3gso	9606
3gso	9606
2zv6	9606
3gv6	9606
3gsn	9606
3gsn	9606
3gsn	9606
3gsn	9606
3gv5	9606
2zsm	56636
3gv4	9606
3hc4	9606
3hc4	9606
2zsl	56636
3hc3	9606
3hc3	9606
2zsk	70601
2zsj	63363
3hc1	35554
3gv1	242231
3gv0	176299
3gsi	1665
3hc0	9606
3hc0	9606
3gsg	83333
2zrz	2286
2zsg	2336
3grz	321956
2zsf	1773
2zry	2286
2zrx	2286
2zse	1773
3grx	562
3gse	632
2zrw	2286
3gsd	214092
2zsd	1773
3grw	9606
3grw	9606
3grw	9606
2zsc	5321
2zrv	2286
2zsb	1773
2zru	2286
2zsa	1773
2zrt	9606
3grs	9606
2zrs	9606
3gu9	1299
3hb9	158878
2zrr	53346
2zrq	69014
3grp	283166
2zrp	246196
3hb7	293826
3hb6	584
2zu6	9606
2zu6	9606
2zro	246196
3gro	9606
3grn	2209
2zrn	246196
2zrm	246196
2zrl	246196
3gu3	226900
3hb3	266
3hb3	266
3hb3	10090
3hb3	10090
2zrk	246196
3grk	29459
3gu2	1299
3hb2	556
3grj	83333
2zrj	246196
3gu1	1299
2zri	246196
3gri	196620
2zu0	83333
2zu0	83333
2zrh	246196
3grh	83333
3gqz	83333
2zrg	246196
2zrf	246196
3gqx	53953
2zqx	1423
3gre	4932
2zre	246196
3gqw	217992
3grd	222523
2zrd	246196
3grc	296591
2zrc	246196
3gqv	33178
2zqv	9606
3gqu	53953
2zrb	246196
2zqu	9606
2zqt	9606
2zra	246196
3gra	160488
2zqs	9606
3gqs	272561
2zqr	9606
3ha9	56636
2zqq	9606
2zqp	274
2zqp	274
3gt7	56780
3ha7	83332
2zqo	6398
2zqn	6398
3gt5	405441
3ha5	83332
3gqn	10756
2zqm	79679
3gqm	28450
3ha3	83332
3ha2	278197
3gqk	10756
2zqk	83334
2zqk	83334
3gqj	141679
2zqj	1423
3ha0	9606
3gt0	226900
3gqh	10756
2zpx	9606
2zqe	300852
2zqd	562
3gpv	180856
2zqc	562
3gqc	9606
2zpu	4896
2zqb	70863
2zqa	562
2zpt	10090
3gqa	10756
2zs9	1773
3gs9	169963
2zs8	1773
2zs7	1773
2zs6	1491
2zs6	1491
3gpn	4932
3gpm	4932
2zpm	83333
2zpl	83333
3gpk	279238
3gpi	265072
3goz	272624
2zoz	196627
3goy	9606
2zoy	196627
2zox	9606
3gox	85963
3gpd	9606
2zpd	83333
2zpc	83333
3gpc	9606
2zov	602
2zou	9606
2zot	9606
3gpa	212035
2zpa	83333
2zos	53953
3gr9	562
3gor	1422
2zr9	246196
2zr8	4896
2zr7	246196
2zop	300852
2zr6	9606
3gon	171101
2zr5	9606
3gr5	562
2zr4	9606
2zr3	70601
3gr3	283166
3gr2	83333
2zr2	70601
3gr1	602
2zoi	1053
3gr0	602
2zr0	246196
2zoh	1053
2znz	53953
3gnz	65070
2zny	53953
3goe	4896
2znx	9606, 32644
2zoe	1491
2zoe	1491
3god	208963
2znw	9606, 32644
2zod	63363
3goc	227882
2zoc	9606
2znu	9606
3gnu	65070
2zoa	548
2znt	9606
2zns	9606
3gq9	10756
2znr	9606
2zq9	562
2znq	9606
3gnq	320372
3gq8	10756
3gq7	10756
2zq7	562
2znp	9606
3gnn	320372
2znm	491
2znl	211044
2znl	211044
3gnl	265669
3gq1	155892
2znj	49338
3gnj	272564
2zq0	818
3gni	9606
3gni	9606
3gq0	155892
2zni	49338
3gnh	190650
2zmz	79261
2zmz	79261
3gmy	1901
2zmy	79261
2zmy	79261
2zne	9606
2zmx	79261
2zmx	79261
3gmx	1901
3gnd	83333
2znd	9606
2zmv	9606
3gmv	1905
3gp9	212035
2zp9	1422
2zp9	1423
2zp8	1422
2zp8	1423
2zp7	262724
3gp5	28450
3gp4	265669
3gp3	28450
2zp2	1423
2zp1	2190
3gmi	243232
2zp0	9606
2zp0	9606
2zp0	9606
2zlz	562
3gmg	1773
2zmf	9606
3gly	105351
3glx	1717
3glv	273116
3glu	9606
3gma	1512
3glt	9606
2zma	239
3gls	9606
2zo9	548
3glr	9606
3go9	632
2zo7	496660
2zo6	496660
3go5	170187
3gln	10090
3glm	1512
2zo4	300852
3go4	227882
3glk	9606
3gli	83333
3gli	83333
3gli	83333
8cgt	1397
3glh	83333
3glh	83333
3glh	83333
2zkz	1392
3glg	83333
3glg	83333
3glg	83333
3gkz	10090
2zlg	4932
2zlf	4932
3glf	83333
3glf	83333
3glf	83333
3gle	301447
2zle	562
2zle	562
3gkx	272559
3gkw	9606
3gkw	9606
2zld	562
2zld	562
3gld	301447
3glc	83333
3glb	62977
3gku	411472
3gla	92829
3gkt	10090
2zks	9606
3gn9	672
2zn9	9606
2zn8	9606
3gn8	9606
3gn6	194439
2zko	11320
3gkn	340
3gkm	340
3gn3	323
2zkl	1280
3gkl	562
3gkl	562
3gkk	340
2zkj	9606
2zki	111955
2zkh	9606
2zkh	9606
3gjz	198094
3gkf	83333
2zjx	9913
2zkc	9606
3gkb	33903
3gju	266835
2zkb	5059
3gka	28450
2zka	5059
2zjt	1773
3gjt	9606
3gjt	9606
2zjs	274
2zjs	274
2zjs	10090
2zjs	10090
3gjs	9606
3gjs	9606
3gjr	9606
3gjr	9606
3gm8	435590
3gjq	9606
3gjq	9606
2zm7	239
2zm5	83333
3gm5	273068
3gjn	562
3gjn	562
2zm0	239
3gm0	10090
2zjg	10090
2ziz	83332
3giz	9606
3giz	9606
3gjf	9606
3gjf	9606
3gjf	9606
3gjf	9606
2zjf	83332
2zix	9606
2zix	9606
3gje	9606
3gje	9606
3giw	227882
2zjd	9606
2ziw	7955
2ziw	9606
2zjc	9606
2ziv	7955
2ziv	9606,7955
3gjc	63363
2ziu	7955
2ziu	9606
3giu	93062
3gjb	1931
2zjb	9606
3gja	1931
2zja	2261
2zit	287
3gis	9606
3gis	9606
3gis	9606
2zis	10116
2zis	10116
3gir	38323
2zir	10116
2zir	10116
2zl8	1665
3giq	518
3gip	518
3gl6	9606
2zio	2209
3gio	210
2zin	2209
155c	266
3gl5	100226
2zim	2209
3gim	273057
3gl4	328397
2zl4	210
2zl3	210
3gil	273057
3gik	273057
2zik	9606
3gl1	4932
2zij	9606
3gij	273057
3gii	273057
2zii	4932
2zih	4932
2zig	274
3ghz	602
2zhz	57975
3gig	1423
3gig	1423
2zif	274
2zhy	57975
3ghy	564065
3gif	1423
2zie	274
3gie	1423
3ghx	632
3ghw	9606
3gid	9606
3ghv	9606
3gic	9606
3gic	9606
2zib	412977
2zia	9606
3gk9	10090
2zk9	118127
3gk8	10090
3gk8	10090
2zhp	2017
3ghp	35830
2zk7	2303
2zho	274
3gk6	666
2zhn	9606
3gk5	273116
2zhm	9606
3gk4	9913
2zhl	9606
3gk3	320372
2zhk	9606
3gk2	9913
3gk1	9913
3ghj	77133
2zhj	10116
2zhi	10116
3gk0	320372
2zhh	83333
3fzz	10090
3ggz	4932
3ggz	4932
2zgz	562
2zhg	83333
2yzy	300852
3fzy	666
2zgy	562
3ggy	4932
3fzx	272559
2zgw	70601
2yzw	300852
3fzw	303
3ghd	2261
3ghc	9606
3fzv	208964
2yzv	300852
2zhc	562
3fzu	9606
3fzu	9606
2zgu	5400
2yzu	300852
2zhb	2234
2zha	2234
2zgt	5400
2zgs	5400
2yzs	63363
2zgr	5400
2zj9	562
3ggr	9606
3ggr	9606
3ggr	9606
2zgq	5400
3fzq	272563
2zj8	2261
2yzq	53953
3gj8	9606
3gj8	10116
3ggp	63363
3gj7	9606
3gj7	10116
2zgp	5400
2zgo	5400
3ggo	63363
3gj6	9606
3gj6	10116
2yzo	243274
3gj5	9606
3gj5	10116
3fzn	303
3ggn	243230
2zj5	2261
2zgn	5400
2zgm	5400
3gj4	9606
3gj4	10116
3ggm	180856
3gj3	9606
3gj3	10116
2yzl	2190
3ggl	818
2zgl	5400
2yzk	56636
3gj2	6100
2zj2	2261
3gj1	6100
2yzj	111955
2zj1	83332
2zgj	9606
3gj0	9606
2yzi	53953
2zj0	83332
2zgh	9606
2yzh	224324
3fzg	562
3ggg	63363
3gfz	272620
2zfz	83332
2yyz	243274
3gfy	272620
3gge	9606
3fyx	83333
3fze	4932
2yyx	883
3gfx	272620
2yyw	883
3ggd	240292
3fyw	1280
2zfw	1131
3fyv	1280
2zgc	9606
2yyv	243274
3fzb	10710
3fza	47664
3fys	1423
3gfs	1423
2yys	300852
2zi9	9606
3fyr	224308
2yyr	10090
3gfr	1423
3gfq	1423
3fyp	491
3gi7	160488
2zi7	9606
2zi6	9606
3fyo	491
2yyo	9606
2zi5	9606
2zfn	4932
3fyn	77133
3gfm	111955
2zi4	9606
2zi3	9606
3gfl	111955
3gfk	1423
3gfk	1423
3gfj	111955
3gi1	1314
3fyi	1063
3fyi	1063
3gfi	111955
3fyh	2188
2zfh	9606
2yyh	224324
3gfh	83333
2zez	44256
2zfg	562
3gez	111955
2yxz	300852
3gey	9606
3fxy	9606
2yxy	235909
3fyf	435590
3gff	70863
2zey	44256
2yye	224324
3fye	1063
3fye	1063
2yxx	243274
2zex	44256
3gfd	10090
2yxw	562
2zfd	3702
2zfd	3702
2zew	44256
3gfc	9606
2yxv	562
2yxu	9606
3fyb	393595
2yyb	300852
3geu	93062
3gfa	272563
3fya	211595
3fxt	9606
2yya	63363
3get	192222
2yxt	9606
2yxs	9606
2zh9	2234
2yxr	2190
2yxr	2190
2yxr	2190
2yxq	2190
2yxq	2190
2yxq	2190
2zh8	2234
3gh8	10090
2yxp	280
3gh7	58172
2zep	9606
2zh7	2234
2zh6	2234
2zeo	9606
2yxo	274
2zen	9606
3gh5	58172
2yxn	316407
2zh5	2234
2zem	9606
3gh4	58172
2yxm	9606
2zh4	2234
2zel	9606
2yxl	70601
2zh3	2234
2zh2	2234
3gek	272623
3gh1	243277
2zh1	2234
2zh0	1423
3fxh	77133
2yxh	243274
2zeh	9606
2ywz	168098
2zeg	9606
3geg	203119
3fxg	229533
3gdz	272620
3fwy	272943
2zdy	9606
2yxf	9606
2ywy	168098
2zef	9606
2zdx	9606
3fxe	400673
3fxe	272624
2zee	9606
2ywx	2190
2yxe	243232
3gdx	9606
3fxd	400673
3fxd	272624
3ged	203119
3gdw	226185
2zed	9606
2yww	2190
2yxd	243232
3gec	7227
3fwv	9606
2ywv	1462
2zec	9606
3gdv	83333
3gdu	83333
2zeb	9606
3fxb	246200
3fwu	5664
2yxb	272557
3geb	9606
3fwt	5664
3fxa	265669
3gdt	4932
3gds	83333
2zds	1902
2zdr	487
2ywr	63363
3gdr	4932
3gg9	305
3fz9	47664
3fz8	83333
2ywq	300852
3gg7	1299
3fz7	83333
2zdp	1280
2ywo	300852
2zdo	1280
3fz6	83333
2zg6	111955
3gg6	9606
3fz5	272943
3fwn	83333
2ywn	111955
2yz5	274
3fz4	210007
3gg4	633
2yz3	303
2zg3	9606
3gdl	4932
3fz2	10710
2zg2	9606
2yz2	243274
3fwk	5478
2ywk	9606
3gdk	4932
2zg1	9606
2ywj	243232
3gg1	272620
2zdj	32644
3fwj	303
3gg0	272620
2yz0	4932
3gdi	10090
2ywi	235909
2zdi	53953
2zdi	53953
3fwi	303
2ywh	224324
3gcz	64294
2zcz	1422
2ywg	224324
3fvz	10116
2yvz	300852
3fwg	303
2yvy	300852
3fwf	303
3fvy	9606
2ywf	224324
2zcx	1902
3fvx	9606
3fwe	83333
2ywe	224324
2yvx	300852
3gcx	9606
3gcx	9606
3gcx	9606
2zcw	274
3fvw	1309
2ywd	300852
3gcw	9606
3gcw	9606
3gcw	9606
3fvv	520
2yvv	1314
3fwc	4932
3fwc	4932
3fwc	4932
2yvu	272557
2zdb	274
3fwb	4932
3fwb	4932
3fwb	4932
3fvu	9606
2ywa	300852
2yvt	224324
3fvs	9606
2zcs	1280
3gf9	9606
2yy9	10090
2zf9	1265
3fy9	1280
2zcr	1280
3fvq	242231
2yy8	53953
3gf8	226186
3fy8	1280
2zcq	1280
2yvp	300852
2zcp	1280
3gf7	1512
3fy7	9606
3gf6	226186
3gco	83333
2zco	1280
2yvo	300852
2yy6	224324
3fy6	666
3fy5	8355
2yy5	272634
2yvn	300852
2zcn	176279
2zf5	69014
3gcn	83333
3fvm	1307
2zf4	536
2zcm	176279
2yvm	300852
3gf4	573
2yvl	224324
2yy3	70601
2zf3	536
3fy3	584
3gf3	1512
3gf2	111955
2zcj	735
3fy1	9606
2yy1	9606
2yvi	9606
2yy0	9606
2yvh	196627
2yvg	306
2zcg	5833
2yuz	9606
2zbz	1909
3gby	194439
3fvf	9606
2zby	1909
2yvf	306
3fuy	77133
2zcf	1833
2zcf	1833
2yuy	9606
3fve	1773
2yve	196627
2yux	9606
2zbx	1909
3gbx	602
2zce	2209
2yuw	9606
2zcd	2209
3gcd	666
2zbw	300852
